mut_id,mut_label
0,10_10032
1,10_10038
2,10_1007
3,10_10096
4,10_10196
5,10_10230
6,10_10253
7,10_10273
8,10_10281
9,10_10288
10,10_10296
11,10_10300
12,10_10330
13,10_10336
14,10_10344
15,10_10362
16,10_10366
17,10_10368
18,10_10373
19,10_1038
20,10_1039
21,10_10397
22,10_1045
23,10_10458
24,10_10470
25,10_1049
26,10_10499
27,10_10548
28,10_10556
29,10_10569
30,10_10581
31,10_10633
32,10_10642
33,10_10659
34,10_10681
35,10_10690
36,10_10698
37,10_10710
38,10_10816
39,10_10842
40,10_10892
41,10_10915
42,10_10953
43,10_10959
44,10_10980
45,10_1099
46,10_11002
47,10_11010
48,10_1103
49,10_11037
50,10_11042
51,10_11074
52,10_111
53,10_11118
54,10_11120
55,10_11135
56,10_11144
57,10_1116
58,10_11184
59,10_11195
60,10_11199
61,10_1128
62,10_11295
63,10_11322
64,10_11364
65,10_11373
66,10_11394
67,10_11430
68,10_11443
69,10_1146
70,10_11467
71,10_11468
72,10_11482
73,10_11519
74,10_11522
75,10_1153
76,10_11536
77,10_11538
78,10_11576
79,10_11631
80,10_11640
81,10_11655
82,10_11689
83,10_11714
84,10_11729
85,10_11737
86,10_11741
87,10_11745
88,10_11747
89,10_11751
90,10_11755
91,10_11768
92,10_11794
93,10_11832
94,10_11837
95,10_11853
96,10_11859
97,10_11872
98,10_11912
99,10_11952
100,10_11972
101,10_11992
102,10_11996
103,10_12012
104,10_12014
105,10_12017
106,10_12029
107,10_12034
108,10_12047
109,10_12105
110,10_12122
111,10_12123
112,10_12148
113,10_12226
114,10_1223
115,10_12237
116,10_12251
117,10_12263
118,10_12269
119,10_1232
120,10_1263
121,10_1275
122,10_1283
123,10_1286
124,10_134
125,10_1363
126,10_139
127,10_140
128,10_1406
129,10_1427
130,10_1430
131,10_1440
132,10_1446
133,10_1474
134,10_1492
135,10_150
136,10_1534
137,10_1539
138,10_1542
139,10_1547
140,10_1554
141,10_1576
142,10_1598
143,10_1607
144,10_1632
145,10_1653
146,10_1689
147,10_1705
148,10_174
149,10_177
150,10_1790
151,10_1837
152,10_1855
153,10_1857
154,10_1861
155,10_1884
156,10_1903
157,10_1940
158,10_1956
159,10_1971
160,10_2008
161,10_2014
162,10_2019
163,10_202
164,10_2033
165,10_2041
166,10_2042
167,10_2053
168,10_2142
169,10_2156
170,10_2194
171,10_2203
172,10_2223
173,10_2241
174,10_2305
175,10_2314
176,10_2441
177,10_2442
178,10_2443
179,10_2446
180,10_2501
181,10_2506
182,10_254
183,10_2618
184,10_2619
185,10_2699
186,10_2710
187,10_2719
188,10_2740
189,10_2742
190,10_2747
191,10_2793
192,10_2801
193,10_2806
194,10_2820
195,10_2821
196,10_2864
197,10_2943
198,10_2971
199,10_3
200,10_3023
201,10_3028
202,10_3054
203,10_3086
204,10_3101
205,10_3147
206,10_3199
207,10_320
208,10_3210
209,10_3226
210,10_326
211,10_3270
212,10_329
213,10_3305
214,10_3309
215,10_3314
216,10_3352
217,10_3361
218,10_3390
219,10_3435
220,10_3527
221,10_3564
222,10_3577
223,10_3614
224,10_3633
225,10_3637
226,10_3645
227,10_3649
228,10_3686
229,10_3709
230,10_3713
231,10_3732
232,10_3737
233,10_3749
234,10_3753
235,10_3777
236,10_3778
237,10_3782
238,10_38
239,10_3800
240,10_3812
241,10_3818
242,10_382
243,10_3821
244,10_3855
245,10_3858
246,10_3879
247,10_3911
248,10_3970
249,10_3975
250,10_3990
251,10_4001
252,10_4037
253,10_4041
254,10_4055
255,10_406
256,10_4097
257,10_4173
258,10_4187
259,10_4201
260,10_4209
261,10_4239
262,10_4255
263,10_4260
264,10_4273
265,10_4313
266,10_4337
267,10_4408
268,10_4428
269,10_4445
270,10_4450
271,10_4454
272,10_4468
273,10_4481
274,10_4513
275,10_4577
276,10_4588
277,10_4598
278,10_4628
279,10_4664
280,10_4674
281,10_4710
282,10_4741
283,10_4747
284,10_476
285,10_4769
286,10_480
287,10_4810
288,10_4818
289,10_4820
290,10_4827
291,10_4836
292,10_4844
293,10_4893
294,10_4938
295,10_4962
296,10_498
297,10_4988
298,10_5044
299,10_5071
300,10_5077
301,10_5080
302,10_5136
303,10_5154
304,10_5178
305,10_5191
306,10_52
307,10_5224
308,10_5236
309,10_5243
310,10_5246
311,10_5258
312,10_5262
313,10_5279
314,10_5284
315,10_5292
316,10_5310
317,10_5338
318,10_5348
319,10_5361
320,10_5494
321,10_5510
322,10_5525
323,10_5584
324,10_56
325,10_5613
326,10_5634
327,10_566
328,10_5676
329,10_5718
330,10_5719
331,10_5722
332,10_5731
