,0
0,-0.07008702567869239
1,-0.06033576080712847
2,-0.057044731254264645
3,-0.062083725797478014
4,-0.054654077793066594
5,-0.056902977533727764
6,-0.05451201252589117
7,-0.054677128187313594
8,-0.05612852074053552
9,-0.05453496918893045
10,-0.05598404220552253
11,-0.056152952293092785
12,-0.05600837681430769
13,-0.06818651089964549
14,-0.05490832860820547
15,-0.08587700968099661
16,-0.06835719070315847
17,-0.0529106725367167
18,-0.06574474796367945
19,-0.050970714494742775
20,-0.06320776005370765
