,0
0,-0.05603082431889961
1,-0.047066519576874626
2,-0.039940202540242685
3,-0.04920627258895723
4,-0.047957936770779176
5,-0.03458833954913599
6,-0.04098997317732975
7,-0.04008267472826189
8,-0.048137893663021694
9,-0.03552851696489349
10,-0.034698867816143286
11,-0.03558153021864945
12,-0.04021253987585689
13,-0.04789670976192213
14,-0.036557246751181806
15,-0.034811345980505976
16,-0.035699802998851914
17,-0.03465346745035735
18,-0.0358173243768547
19,-0.03559696835930793
20,-0.03476461552646989
21,-0.034516959187040744
22,-0.03487754155445117
23,-0.03545567490547254
24,-0.034627061402661384
25,-0.03473930766849436
26,-0.04471569627254115
27,-0.03909974113191515
28,-0.044475316011152836
29,-0.03626262241077776
30,-0.04228567557842897
31,-0.04568318407988551
32,-0.03997032679493935
33,-0.037364305586950745
34,-0.03968040132522138
35,-0.04454085376637222
36,-0.04117436657901172
37,-0.03690596719658528
38,-0.03631635548728841
39,-0.03914865072730612
40,-0.03802731939333835
41,-0.04003215785602807
42,-0.0362870974190781
43,-0.03696117947212247
44,-0.03739166473767661
45,-0.03634098954445804
