,0
0,-0.04706084915153655
1,-0.037160136490495994
2,-0.03013929362949427
3,-0.034337145224168704
4,-0.027490231577351584
5,-0.02741682852363275
6,-0.020822509471377287
7,-0.029684427680226996
8,-0.029476508577281266
9,-0.02664141235224346
10,-0.026781165928869678
11,-0.026932238935927038
12,-0.022748004497373697
13,-0.020265923678895632
14,-0.020149604271870406
15,-0.020005738502505546
16,-0.029655559287905354
17,-0.028769157713942395
18,-0.0259321763265586
19,-0.02657584714177572
20,-0.026760729605363996
21,-0.02221244109296398
22,-0.026903370543605396
23,-0.022075099297866812
24,-0.019585671758650103
25,-0.019440235275264676
26,-0.02023705528657399
27,-0.01933283330299867
28,-0.02013112211910625
29,-0.019949431361838
30,-0.028748700859671687
31,-0.025866597955671256
32,-0.025911740003052915
33,-0.022183572700642338
34,-0.021532189172718447
35,-0.022056617145102656
36,-0.01875998335501915
37,-0.01955680336632846
38,-0.019566987819341415
39,-0.019411366882943034
40,-0.01938331337810784
41,-0.01931435115023451
42,-0.01927652616233112
43,-0.02584616163216557
44,-0.021503320780396806
45,-0.021513505233409756
46,-0.01873111496269751
47,-0.018741299415710455
48,-0.01870306145786231
49,-0.019538119427019773
50,-0.019354444985786198
51,-0.019258044009566964
52,-0.021484636841088114
53,-0.018712431023388813
54,-0.01867419306554067
55,-0.01868437751855362
56,-0.018655509126231977
57,-0.031850868347093116
58,-0.032462588279666284
59,-0.029083513136153167
60,-0.02238570373624276
61,-0.029367760696650168
62,-0.02187737233064537
63,-0.03243289532039682
64,-0.024333181367124285
65,-0.021556978860297654
66,-0.021688795304582325
67,-0.029338067737380704
68,-0.024055302892480215
69,-0.02184767937137591
70,-0.020950581077152697
71,-0.021097995896202523
72,-0.023637328646453598
73,-0.02086007042863722
74,-0.02150079834998923
75,-0.021668986307703503
76,-0.024025609933210755
77,-0.023276497962465423
78,-0.020920888117883233
79,-0.021068302936933063
80,-0.02017120464270985
81,-0.02088775249907819
82,-0.02107584282033785
83,-0.023617515686982882
84,-0.020803889918328797
85,-0.0208402614317584
86,-0.02324679903476194
87,-0.023254340433721172
88,-0.020141511683440385
89,-0.02085805953980873
90,-0.021046149861068383
91,-0.020108376064635343
92,-0.02014905156684517
93,-0.020784080921449975
94,-0.02322464150601769
95,-0.02007868310536588
96,-0.020119358607575705
97,-0.02008622298877067
98,-0.020056530029501207
