,0
0,-0.07434553747912118
1,-0.0701183301811833
2,-0.06538260242234505
3,-0.06388227793340392
4,-0.055023030547416196
5,-0.06395397321978988
6,-0.062361982343659354
7,-0.05353468284823205
8,-0.05139647042655716
9,-0.05416623961554429
10,-0.05937182497801193
11,-0.062332253703595734
12,-0.06233548978466982
13,-0.05400261210865361
14,-0.0505331980938109
15,-0.05932672793427606
16,-0.0593316369274025
17,-0.06232101256483633
18,-0.05930967561956579
19,-0.0723010298275745
20,-0.0686423082363598
21,-0.05996542731333786
22,-0.06342066683851982
23,-0.05752899906708436
24,-0.059716249606500564
25,-0.059688305203312864
26,-0.05480145041517819
27,-0.054436887239781455
28,-0.05728015507528746
29,-0.05658453487192388
30,-0.05929570046590772
31,-0.05460837563497447
32,-0.0534174493626071
33,-0.05418860412513485
34,-0.056223474839522364
35,-0.05310123322909191
