mut_id,mut_label
0,10_10014
1,10_10015
2,10_10026
3,10_1008
4,10_10080
5,10_10091
6,10_10107
7,10_10128
8,10_10134
9,10_10140
10,10_10169
11,10_10181
12,10_10182
13,10_10199
14,10_10202
15,10_10207
16,10_10222
17,10_10223
18,10_10269
19,10_10274
20,10_10276
21,10_10277
22,10_10278
23,10_1028
24,10_10290
25,10_10296
26,10_10299
27,10_10362
28,10_10368
29,10_1039
30,10_10390
31,10_104
32,10_10420
33,10_10458
34,10_10470
35,10_10474
36,10_10479
37,10_10493
38,10_10544
39,10_10550
40,10_10552
41,10_10555
42,10_10562
43,10_10579
44,10_1058
45,10_10582
46,10_10596
47,10_10597
48,10_10599
49,10_10614
50,10_10635
51,10_10638
52,10_1064
53,10_10649
54,10_10661
55,10_10725
56,10_10748
57,10_1075
58,10_10752
59,10_10764
60,10_10774
61,10_10796
62,10_10800
63,10_10802
64,10_10810
65,10_10827
66,10_10840
67,10_10845
68,10_10873
69,10_10885
70,10_1090
71,10_10903
72,10_10906
73,10_10914
74,10_10917
75,10_10929
76,10_10958
77,10_10965
78,10_1097
79,10_10975
80,10_11007
81,10_11017
82,10_11019
83,10_11024
84,10_11030
85,10_11054
86,10_11055
87,10_11069
88,10_11073
89,10_11087
90,10_11088
91,10_11097
92,10_11099
93,10_11104
94,10_11111
95,10_11121
96,10_11124
97,10_11147
98,10_11150
99,10_11191
100,10_11193
101,10_1120
102,10_11218
103,10_11255
104,10_11256
105,10_11271
106,10_11278
107,10_11279
108,10_1144
109,10_1150
110,10_1159
111,10_1192
112,10_1213
113,10_1221
114,10_1229
115,10_1244
116,10_1281
117,10_1295
118,10_1320
119,10_1332
120,10_1335
121,10_1340
122,10_1341
123,10_1360
124,10_137
125,10_1392
126,10_1407
127,10_1411
128,10_1421
129,10_1435
130,10_1439
131,10_1451
132,10_1460
133,10_1471
134,10_148
135,10_1511
136,10_1523
137,10_1590
138,10_1601
139,10_1608
140,10_1639
141,10_1641
142,10_1646
143,10_166
144,10_1686
145,10_1690
146,10_1708
147,10_1713
148,10_1730
149,10_1785
150,10_1795
151,10_1811
152,10_1854
153,10_1858
154,10_1882
155,10_1885
156,10_1897
157,10_1908
158,10_1965
159,10_2011
160,10_2017
161,10_2024
162,10_2025
163,10_2032
164,10_2039
165,10_2044
166,10_2059
167,10_2079
168,10_2082
169,10_209
170,10_2091
171,10_2106
172,10_2116
173,10_2120
174,10_2140
175,10_2150
176,10_2155
177,10_2159
178,10_2175
179,10_2193
180,10_2233
181,10_2245
182,10_2272
183,10_2281
184,10_2323
185,10_2337
186,10_2343
187,10_2348
188,10_2407
189,10_2411
190,10_2422
191,10_2426
192,10_2430
193,10_246
194,10_2483
195,10_2488
196,10_2495
197,10_254
198,10_2549
199,10_2565
200,10_2569
201,10_2590
202,10_2593
203,10_2614
204,10_2633
205,10_2656
206,10_2658
207,10_2663
208,10_2692
209,10_2721
210,10_2760
211,10_2762
212,10_2766
213,10_2767
214,10_2797
215,10_2836
216,10_2853
217,10_2858
218,10_2868
219,10_2888
220,10_2894
221,10_290
222,10_2900
223,10_2915
224,10_293
225,10_294
226,10_2943
227,10_2948
228,10_2964
229,10_2965
230,10_3000
231,10_3008
232,10_3011
233,10_3051
234,10_3078
235,10_3086
236,10_310
237,10_3100
238,10_3102
239,10_3120
240,10_3143
241,10_3158
242,10_3162
243,10_3167
244,10_3181
245,10_3182
246,10_3198
247,10_3199
248,10_3225
249,10_3241
250,10_327
251,10_3271
252,10_3312
253,10_3343
254,10_3388
255,10_3398
256,10_3417
257,10_3428
258,10_3433
259,10_3446
260,10_347
261,10_3475
262,10_3480
263,10_3485
264,10_3488
265,10_3495
266,10_3500
267,10_3502
268,10_3546
269,10_3602
270,10_3604
271,10_3612
272,10_3625
273,10_3632
274,10_3648
275,10_3661
276,10_3667
277,10_3670
278,10_3696
279,10_3708
280,10_3752
281,10_3769
282,10_3798
283,10_3810
284,10_3838
285,10_3863
286,10_3869
287,10_3890
288,10_3899
289,10_393
290,10_3940
291,10_3948
292,10_3954
293,10_3962
294,10_4012
295,10_4029
296,10_4038
297,10_4080
298,10_4106
299,10_4113
300,10_4122
301,10_4132
302,10_4167
303,10_4179
304,10_418
305,10_4182
306,10_4192
307,10_4199
308,10_4218
309,10_423
310,10_426
311,10_4270
312,10_4284
313,10_4295
314,10_4300
315,10_4313
316,10_4380
317,10_4392
318,10_4449
319,10_4463
320,10_447
321,10_4521
322,10_4535
323,10_4536
324,10_4537
325,10_454
326,10_4561
327,10_4568
328,10_4607
329,10_461
330,10_4620
331,10_4623
332,10_4642
333,10_4659
334,10_4662
335,10_4676
336,10_4702
337,10_4733
338,10_4741
339,10_4747
340,10_4757
341,10_4762
342,10_4776
343,10_4780
344,10_4781
345,10_4823
346,10_4869
347,10_4877
348,10_488
349,10_4881
350,10_4883
351,10_4884
352,10_4914
353,10_4922
354,10_4943
355,10_4946
356,10_4949
357,10_4969
358,10_4972
359,10_4999
360,10_5008
361,10_5066
362,10_5073
363,10_5081
364,10_509
365,10_5117
366,10_5122
367,10_5138
368,10_5151
369,10_5154
370,10_5205
371,10_5244
372,10_5253
373,10_527
374,10_5275
375,10_5289
376,10_5297
377,10_531
378,10_5326
379,10_5347
380,10_5362
381,10_5371
382,10_5420
383,10_5422
384,10_5431
385,10_5445
386,10_5462
387,10_5480
388,10_5486
389,10_5510
390,10_5541
391,10_561
392,10_566
393,10_5666
394,10_5688
395,10_5708
396,10_571
397,10_5719
398,10_5738
399,10_5747
400,10_5759
401,10_5782
402,10_5789
403,10_5794
404,10_58
405,10_5828
406,10_5829
407,10_5831
408,10_5854
409,10_5866
410,10_5874
411,10_5884
412,10_5890
413,10_5926
414,10_5936
415,10_5941
416,10_596
417,10_5967
418,10_597
419,10_5987
420,10_6000
421,10_6002
422,10_6006
423,10_6007
424,10_6013
425,10_6019
426,10_6039
427,10_6048
428,10_6062
429,10_6066
430,10_6070
431,10_610
432,10_6120
433,10_6123
434,10_6141
435,10_6172
436,10_6174
437,10_6200
438,10_6202
439,10_6208
440,10_6213
441,10_6216
442,10_6229
443,10_6234
444,10_6238
445,10_6262
446,10_6268
447,10_6275
448,10_6278
449,10_628
450,10_6297
451,10_6308
452,10_6317
453,10_6322
454,10_6342
455,10_6362
456,10_6426
457,10_6443
458,10_6484
459,10_6487
460,10_6488
461,10_6493
462,10_6496
463,10_6497
464,10_6503
465,10_6553
466,10_6560
467,10_6571
468,10_6590
469,10_660
470,10_6607
471,10_6635
472,10_6638
473,10_6644
474,10_665
475,10_668
476,10_6682
477,10_6698
478,10_6743
479,10_6752
480,10_6756
481,10_6793
482,10_6829
483,10_6861
484,10_6868
485,10_6928
486,10_6979
487,10_6994
488,10_7000
489,10_7010
490,10_7015
491,10_7016
492,10_7066
493,10_708
494,10_7085
495,10_7088
496,10_7089
497,10_710
498,10_7152
499,10_7171
500,10_7193
501,10_7199
502,10_7222
503,10_7247
504,10_7253
505,10_7255
506,10_7269
507,10_7278
508,10_7304
509,10_7319
510,10_7346
511,10_7352
512,10_7411
513,10_7456
514,10_7465
515,10_7498
516,10_7510
517,10_7511
518,10_7521
519,10_7534
520,10_7543
521,10_7574
522,10_761
523,10_7616
524,10_7645
525,10_7656
