,0
0,-0.007845085540706594
1,-0.0065305517124847785
2,-0.005853274478473416
3,-0.005991590496065984
4,-0.005096083505387136
5,-0.005389286496934237
6,-0.004683752327297948
7,-0.0060974703538454935
8,-0.00557408052437044
9,-0.005032469866264064
10,-0.004922965453547845
11,-0.00560695596801878
12,-0.0050358212782481
13,-0.004527406994425919
14,-0.004861086088478198
15,-0.004525423170406893
16,-0.005111735779980338
17,-0.005007234386181016
18,-0.004918203980624033
19,-0.005233282981749209
20,-0.004695908417396749
21,-0.004651126528875934
22,-0.004567157403681036
23,-0.004432319973373034
24,-0.004693661114278373
25,-0.004950438565468987
26,-0.004826595058296787
27,-0.004738112172815354
28,-0.004595027583004452
29,-0.005549549185690122
30,-0.005217226162106096
31,-0.005049707294181529
32,-0.004269840157506369
33,-0.004712536946397957
34,-0.003925632582189178
35,-0.005198282851838301
36,-0.004651277330901136
37,-0.004063961795542984
38,-0.004029474713568874
39,-0.004693215972005504
40,-0.004310511701080461
41,-0.0037174748917191917
42,-0.003905752726856235
43,-0.003682906706713511
44,-0.004191153879299614
45,-0.004068756011764241
46,-0.003945727137140487
47,-0.003931781235234384
48,-0.004290905197394458
49,-0.0036974227830240698
50,-0.003846236268621945
51,-0.003721642931584777
52,-0.003597753118057321
53,-0.0036628431212008595
54,-0.003584331679198065
55,-0.004017753170120324
56,-0.0038263000238617523
57,-0.003701555014870709
58,-0.0035775911095912464
59,-0.003669950965972082
60,-0.0035641980830124617
61,-0.0036498127952678994
