,0
0,-0.030528428516817932
1,-0.02791014358961417
2,-0.026538424938898738
3,-0.027939173579143963
4,-0.027917171230048055
5,-0.025872475194556686
6,-0.025756044625292917
7,-0.027444325893604404
8,-0.027475267924129014
9,-0.02742439184374994
10,-0.027468029748240443
11,-0.025394799803280223
12,-0.02551168874430761
13,-0.025744526270893183
14,-0.025740694656909827
15,-0.027434267101150853
16,-0.02746003117645371
17,-0.027412410446955034
18,-0.027455612781106507
19,-0.025381715945412178
20,-0.025481776222700852
21,-0.027681367909630064
22,-0.026947879931627994
23,-0.026933254691093318
24,-0.025996252815183668
25,-0.02511564344363803
26,-0.026476339789328868
27,-0.02649710341696831
28,-0.02509888996670425
29,-0.026464826751507638
30,-0.02649677287378638
31,-0.02457460141107044
32,-0.024598386521195253
33,-0.026462018702273844
34,-0.026485814563717132
35,-0.02456229730948386
36,-0.024598892168997577
37,-0.02645169789162116
38,-0.02648167707903256
39,-0.02455731178459468
40,-0.024585012688666984
41,-0.024547257963583636
42,-0.024581599663714974
