mut_id,mut_label
0,chr10_10
1,chr10_1006
2,chr10_1008
3,chr10_1014
4,chr10_1023
5,chr10_1041
6,chr10_1056
7,chr10_1087
8,chr10_1105
9,chr10_1110
10,chr10_1129
11,chr10_1133
12,chr10_1159
13,chr10_116
14,chr10_1173
15,chr10_1186
16,chr10_1200
17,chr10_1208
18,chr10_1217
19,chr10_1280
20,chr10_1284
21,chr10_1332
22,chr10_1342
23,chr10_1351
24,chr10_1387
25,chr10_152
26,chr10_161
27,chr10_175
28,chr10_18
29,chr10_181
30,chr10_187
31,chr10_216
32,chr10_289
33,chr10_324
34,chr10_337
35,chr10_339
36,chr10_347
37,chr10_446
38,chr10_449
39,chr10_498
40,chr10_503
41,chr10_511
42,chr10_545
43,chr10_554
44,chr10_571
45,chr10_630
46,chr10_631
47,chr10_646
48,chr10_661
49,chr10_666
50,chr10_667
51,chr10_669
52,chr10_681
53,chr10_723
54,chr10_73
55,chr10_736
56,chr10_776
57,chr10_787
58,chr10_8
59,chr10_802
60,chr10_82
61,chr10_864
62,chr10_905
63,chr10_934
64,chr10_954
65,chr10_987
66,chr10_990
67,chr11_1128
68,chr11_1158
69,chr11_1292
70,chr11_219
71,chr11_248
72,chr11_35
73,chr11_350
74,chr11_401
75,chr11_424
76,chr11_448
77,chr11_457
78,chr11_537
79,chr11_562
80,chr11_676
81,chr11_767
82,chr11_77
83,chr11_867
84,chr11_887
85,chr11_936
86,chr12_1026
87,chr12_1031
88,chr12_1060
89,chr12_1076
90,chr12_1084
91,chr12_1086
92,chr12_1097
93,chr12_1114
94,chr12_1116
95,chr12_1130
96,chr12_1146
97,chr12_1168
98,chr12_117
99,chr12_1264
100,chr12_1281
101,chr12_1289
102,chr12_1296
103,chr12_1298
104,chr12_130
105,chr12_1326
106,chr12_1337
107,chr12_134
108,chr12_1360
109,chr12_1363
110,chr12_1379
111,chr12_203
112,chr12_212
113,chr12_231
114,chr12_243
115,chr12_312
116,chr12_327
117,chr12_332
118,chr12_336
119,chr12_379
120,chr12_392
121,chr12_404
122,chr12_41
123,chr12_412
124,chr12_43
125,chr12_455
126,chr12_462
127,chr12_469
128,chr12_479
129,chr12_480
130,chr12_484
131,chr12_492
132,chr12_520
133,chr12_536
134,chr12_539
135,chr12_54
136,chr12_557
137,chr12_602
138,chr12_606
139,chr12_619
140,chr12_642
141,chr12_643
142,chr12_654
143,chr12_655
144,chr12_656
145,chr12_662
146,chr12_685
147,chr12_686
148,chr12_712
149,chr12_727
150,chr12_729
151,chr12_753
152,chr12_768
153,chr12_794
154,chr12_800
155,chr12_806
156,chr12_810
157,chr12_824
158,chr12_851
159,chr12_9
160,chr12_920
161,chr12_941
162,chr12_976
163,chr12_983
164,chr12_984
165,chr13_1002
166,chr13_1077
167,chr13_108
168,chr13_1089
169,chr13_1099
170,chr13_1111
171,chr13_1191
172,chr13_1288
173,chr13_1331
174,chr13_155
175,chr13_220
176,chr13_359
177,chr13_390
178,chr13_436
179,chr13_493
180,chr13_574
181,chr13_605
182,chr13_66
183,chr13_660
184,chr13_679
185,chr13_7
186,chr13_730
187,chr13_76
188,chr13_775
189,chr13_870
190,chr13_878
191,chr13_881
192,chr13_932
193,chr13_94
194,chr14_1057
195,chr14_1064
196,chr14_11
197,chr14_1132
198,chr14_1204
199,chr14_1209
200,chr14_1220
201,chr14_1231
202,chr14_1233
203,chr14_1242
204,chr14_126
205,chr14_1263
206,chr14_1276
207,chr14_1285
208,chr14_1297
209,chr14_1317
210,chr14_1341
211,chr14_1350
212,chr14_1354
213,chr14_1359
214,chr14_1369
215,chr14_1381
216,chr14_145
217,chr14_192
218,chr14_199
219,chr14_200
220,chr14_233
221,chr14_272
222,chr14_296
223,chr14_301
224,chr14_313
225,chr14_320
226,chr14_335
227,chr14_356
228,chr14_363
229,chr14_375
230,chr14_393
231,chr14_396
232,chr14_397
233,chr14_452
234,chr14_456
235,chr14_46
236,chr14_472
237,chr14_473
238,chr14_504
239,chr14_534
240,chr14_540
241,chr14_546
242,chr14_581
243,chr14_599
244,chr14_613
245,chr14_614
246,chr14_636
247,chr14_640
248,chr14_648
249,chr14_668
250,chr14_752
251,chr14_766
252,chr14_797
253,chr14_813
254,chr14_831
255,chr14_87
256,chr14_890
257,chr14_92
258,chr14_935
259,chr14_958
260,chr14_968
261,chr14_986
262,chr14_997
263,chr15_1007
264,chr15_1058
265,chr15_1127
266,chr15_1154
267,chr15_1161
268,chr15_1229
269,chr15_1240
270,chr15_1265
271,chr15_1293
272,chr15_1303
273,chr15_1355
274,chr15_139
275,chr15_157
276,chr15_210
277,chr15_224
278,chr15_230
279,chr15_238
280,chr15_241
281,chr15_25
282,chr15_251
283,chr15_267
284,chr15_281
285,chr15_300
286,chr15_317
287,chr15_323
288,chr15_33
289,chr15_331
290,chr15_349
291,chr15_36
292,chr15_370
293,chr15_409
294,chr15_445
295,chr15_463
296,chr15_464
297,chr15_478
298,chr15_496
299,chr15_501
300,chr15_522
301,chr15_526
302,chr15_544
303,chr15_549
304,chr15_592
305,chr15_607
306,chr15_674
307,chr15_699
308,chr15_70
309,chr15_720
310,chr15_721
311,chr15_748
312,chr15_761
313,chr15_773
314,chr15_791
315,chr15_844
316,chr15_862
317,chr15_88
318,chr15_903
319,chr15_937
320,chr15_939
321,chr15_946
322,chr16_1020
323,chr16_1059
324,chr16_1138
325,chr16_1142
326,chr16_1174
327,chr16_1175
328,chr16_119
329,chr16_1232
330,chr16_132
331,chr16_1324
332,chr16_1327
333,chr16_1349
334,chr16_1358
335,chr16_1373
336,chr16_26
337,chr16_287
338,chr16_321
339,chr16_344
340,chr16_345
341,chr16_353
342,chr16_378
343,chr16_400
344,chr16_474
345,chr16_494
346,chr16_505
347,chr16_627
348,chr16_637
349,chr16_649
350,chr16_682
351,chr16_689
352,chr16_691
353,chr16_692
354,chr16_732
355,chr16_754
356,chr16_769
357,chr16_778
358,chr16_81
359,chr16_828
360,chr16_83
361,chr16_835
362,chr16_872
363,chr16_926
364,chr16_927
365,chr16_928
366,chr16_943
367,chr16_947
368,chr16_961
369,chr16_972
370,chr16_998
371,chr17_1004
372,chr17_1036
373,chr17_1054
374,chr17_1062
375,chr17_1063
376,chr17_1081
377,chr17_1082
378,chr17_1096
379,chr17_1124
380,chr17_1141
381,chr17_1165
382,chr17_1201
383,chr17_1251
384,chr17_1304
385,chr17_136
386,chr17_141
387,chr17_159
388,chr17_183
389,chr17_209
390,chr17_257
391,chr17_270
392,chr17_291
393,chr17_293
394,chr17_305
395,chr17_306
396,chr17_338
397,chr17_373
398,chr17_380
399,chr17_383
400,chr17_433
401,chr17_488
402,chr17_517
403,chr17_521
404,chr17_552
405,chr17_561
406,chr17_570
407,chr17_585
408,chr17_589
409,chr17_610
410,chr17_684
411,chr17_707
412,chr17_738
413,chr17_923
414,chr17_938
415,chr17_953
416,chr17_975
417,chr17_978
418,chr17_992
419,chr18_1013
420,chr18_1068
421,chr18_1069
422,chr18_1071
423,chr18_1085
424,chr18_1107
425,chr18_1182
426,chr18_120
427,chr18_124
428,chr18_1269
429,chr18_1333
430,chr18_1352
431,chr18_249
432,chr18_286
433,chr18_329
