,0
0,-0.03741266125970749
1,-0.028771455407075507
2,-0.027069856927764747
3,-0.028462428948672056
4,-0.02895007467511247
5,-0.026342061881297736
6,-0.02583031367665118
7,-0.02543387301673525
8,-0.024807491585976955
9,-0.02468853656883499
10,-0.02405543893014018
11,-0.024176788364188434
12,-0.023543690725493623
13,-0.0257866374249312
14,-0.02465443699248912
15,-0.023900743249568618
16,-0.02413277752620531
17,-0.023499551781958353
18,-0.023388995044922062
19,-0.023344824799144667
20,-0.036163177331891956
21,-0.046083716935453774
22,-0.029233771018112597
23,-0.036849773827377114
24,-0.028161140741118994
25,-0.03542831838476698
26,-0.027025171878465027
27,-0.03392292630597827
28,-0.027235454766129777
29,-0.03424058391276413
