,0
0,-0.03584179123187364
1,-0.03033417849463325
2,-0.026987893736407472
3,-0.028559789526464024
4,-0.02803082704242018
5,-0.03578340022618811
6,-0.024312230470950196
7,-0.027874621198780168
8,-0.02856598731792637
9,-0.029105566209188416
10,-0.028020284015924445
11,-0.03738777812271967
12,-0.02507401677183617
13,-0.02508082074413083
14,-0.022197007064025737
15,-0.029095002890259746
16,-0.028196889253639782
17,-0.0259100955215689
18,-0.0260360173960967
19,-0.023683609548894955
20,-0.022859833107523417
21,-0.022722222076690647
22,-0.028186297163601763
23,-0.026941359260831865
24,-0.024455707719345313
25,-0.024139200039688568
26,-0.02341706727685557
27,-0.024941082336549455
28,-0.03533146759446972
29,-0.030595725902317614
30,-0.028118208971706738
31,-0.029122809353635825
32,-0.028806291506004222
33,-0.0357505778662349
34,-0.026297575437749934
35,-0.028367801601934903
36,-0.02813203098804773
37,-0.027481709180743632
38,-0.03612866807680694
39,-0.02546167155602124
40,-0.026530875197643
41,-0.02432067742404623
42,-0.028115180363388365
43,-0.025687490802508622
44,-0.026395487084216962
45,-0.02412518276499276
46,-0.02453620321190743
47,-0.024791521876921675
48,-0.026635815052410954
49,-0.024339041757991228
50,-0.02456743424251686
51,-0.02501352518267161
52,-0.02478749506566471
