,0
0,-0.042118152627271276
1,-0.030453466147057927
2,-0.023786469279357455
3,-0.029054388625992498
4,-0.028772847207804396
5,-0.022386716511649904
6,-0.022123439000399186
7,-0.023067309010503544
8,-0.02335154242620149
9,-0.028252454495211164
10,-0.02731886624914876
11,-0.027956625517301322
12,-0.027268530969912236
13,-0.021663615322208236
14,-0.021947848737906187
15,-0.0216224028016813
16,-0.020753712906520193
17,-0.021399596568797957
18,-0.02168382998449591
19,-0.021321469411809867
20,-0.02064787264969852
21,-0.02303686189678709
22,-0.02335507439969457
23,-0.026852218762043228
24,-0.02684280635294722
25,-0.027291063302462268
26,-0.02729081968352811
27,-0.026727532818170342
28,-0.027245457206446708
29,-0.020897149732490145
30,-0.02002477191714145
31,-0.021633168208491784
32,-0.021181383148188095
33,-0.020309490516790794
34,-0.02194562196806267
35,-0.020352485187061998
36,-0.02032402035202575
37,-0.020727991126474523
38,-0.020728315995102276
39,-0.020595369082574623
40,-0.019919875848879942
41,-0.021369149455081508
42,-0.02087960249827257
43,-0.02020410926457789
44,-0.02168052006079225
45,-0.02011563211412214
46,-0.020622569426212597
47,-0.026828225788490822
48,-0.026823825527500088
49,-0.026817535908341832
50,-0.02682296381004154
51,-0.02670486796841321
52,-0.020866702618773693
53,-0.0196236567404273
54,-0.019593867523766885
55,-0.01999427283046853
56,-0.0199989775953382
57,-0.019999303380175526
58,-0.021176011904130352
59,-0.01990789015612525
60,-0.019878586123416225
61,-0.020300384774561118
62,-0.020283696194987537
63,-0.02028402197982487
64,-0.02034400955842331
65,-0.02033908546059422
66,-0.02026964126102558
67,-0.020718159380287524
68,-0.020564921968858174
69,-0.019386136821760856
70,-0.01988942873516349
71,-0.01989450138567464
72,-0.020872993179753642
73,-0.019670370237458806
74,-0.02019472869176688
75,-0.020178734801372587
76,-0.020093392360202952
77,-0.01959320962671085
78,-0.019563368437093966
79,-0.01961391310465184
80,-0.01960897511965357
81,-0.019538932683221454
82,-0.019968478508665278
83,-0.019968804293502604
84,-0.019989118121204404
85,-0.019897294325433405
86,-0.019867712568290657
87,-0.01989863170430118
88,-0.019893693719302913
89,-0.01982379677014706
90,-0.020274484629899187
91,-0.02027481175128969
92,-0.02027383672085374
93,-0.019355689708044407
94,-0.01936383445313848
95,-0.01986405427195819
96,-0.019658799966075
97,-0.019648067868836428
98,-0.020169250128199707
99,-0.01958341401797892
100,-0.01957847603298065
101,-0.019508418011936028
102,-0.019958619034531482
103,-0.019887840387456165
104,-0.019882882144057902
105,-0.019812692743815086
106,-0.020264584706640738
107,-0.019333387339422033
108,-0.019636406100555708
109,-0.024439921557954398
110,-0.022801277445486077
111,-0.022996452804660308
112,-0.022744555817121787
113,-0.02135625634665668
114,-0.02110417305855789
115,-0.021847098450854363
116,-0.022215115048594438
117,-0.021319203061052595
118,-0.021939950887838205
119,-0.021260283773716165
120,-0.02040179507142601
121,-0.020574340720791194
122,-0.019677766125463285
123,-0.020149711783327223
124,-0.02029897305129984
125,-0.019618803261995395
126,-0.021133792018046337
127,-0.021450956832071384
128,-0.020857933114708068
129,-0.020848666785422142
130,-0.021290648562448826
131,-0.021290052671038916
132,-0.020727484588853626
133,-0.021237267292193232
134,-0.019619879445560526
135,-0.01872330485023261
136,-0.019688277616819953
137,-0.020005536259648786
138,-0.019216155028355986
139,-0.01920688184578311
140,-0.019649190508230267
141,-0.019648594176104872
142,-0.01934451177606917
143,-0.018664341986764726
144,-0.019436194328721165
145,-0.019753452971549998
146,-0.01908561002404148
147,-0.01959576975770675
148,-0.021101471205843124
149,-0.021444006015880073
150,-0.020833126451294478
151,-0.020833769295165543
152,-0.02082432299317705
153,-0.020703620375320825
154,-0.018906361990954464
155,-0.0192236206337833
156,-0.01826169375312531
157,-0.018252420570552437
158,-0.01800978739562655
159,-0.01832704603845539
160,-0.018694729232999596
161,-0.018694132900874197
162,-0.019655947242953484
163,-0.019993374588703077
164,-0.01919133001817558
165,-0.019191973337487712
166,-0.01918252004910621
167,-0.01863099432146311
168,-0.018948252964291947
169,-0.018131148748810808
170,-0.017950824532158665
171,-0.0182680831749875
172,-0.01864130848247608
173,-0.019403863954854696
174,-0.019740386850057547
175,-0.019061728160768617
176,-0.017548176298519253
177,-0.01753890311594638
178,-0.018874031617087998
179,-0.017865434941348093
180,-0.017856161758775215
181,-0.019208653524918032
182,-0.018236868742944907
183,-0.01823751206225704
184,-0.01822805877387554
185,-0.017981211778393538
186,-0.01798061544626814
187,-0.017977457021760086
188,-0.018298470421222374
189,-0.01829787408909698
190,-0.018308862106336764
191,-0.017417631294204747
192,-0.018598663947596645
193,-0.017734889937033586
194,-0.018932297862763202
195,-0.018107266885537945
196,-0.01792779102787002
197,-0.017918494158292195
198,-0.018245049670698857
199,-0.018249687689796464
200,-0.017515845924652787
201,-0.017523351288338845
202,-0.017523994607650983
203,-0.01750657274207991
204,-0.01751454131926948
205,-0.017845594793094277
206,-0.017840609931167685
207,-0.01784125325047982
208,-0.017836288339235902
209,-0.017831799962098317
210,-0.01794888140452707
211,-0.017948285072401673
212,-0.018280183962542686
213,-0.018279585490835085
214,-0.01738530092033828
215,-0.017393749430931884
216,-0.017714581405883716
217,-0.017711008073760724
218,-0.01789546065400355
219,-0.01822657154351396
220,-0.01749102091447238
221,-0.017491664233784517
222,-0.01748221094540301
223,-0.0178206807131695
224,-0.017821326340649337
225,-0.01781183913478005
226,-0.017361419057065418
227,-0.017690613856786705
