,0
0,-0.03904837348365419
1,-0.04053496464163333
2,-0.040495002423135085
3,-0.04046919535603838
4,-0.03237519664231808
5,-0.03026337786517509
6,-0.030556134860465187
7,-0.0325510057061488
8,-0.03040637406489462
9,-0.0291196999993189
10,-0.030703679838521198
11,-0.030536263422456245
12,-0.03251900560144488
13,-0.02924492604432369
14,-0.030374373960190694
15,-0.029107931961281995
16,-0.030683499643528876
17,-0.030671679733817275
18,-0.03249862717238906
19,-0.029212925939619768
20,-0.029232975157721768
21,-0.03035399553113487
22,-0.03065149953882495
23,-0.030651301304761455
24,-0.029200975053017844
25,-0.029192547510563948
26,-0.03063112110976913
27,-0.02918059662396203
