mut_id,mut_label
0,10_10012
1,10_10017
2,10_10020
3,10_10026
4,10_10028
5,10_10032
6,10_10043
7,10_10093
8,10_1011
9,10_10112
10,10_10116
11,10_10160
12,10_10161
13,10_10169
14,10_10194
15,10_102
16,10_10200
17,10_10222
18,10_10230
19,10_10233
20,10_10237
21,10_10244
22,10_1029
23,10_10322
24,10_1034
25,10_10364
26,10_10366
27,10_10369
28,10_10382
29,10_10386
30,10_10394
31,10_1040
32,10_10411
33,10_10426
34,10_10457
35,10_10460
36,10_10475
37,10_10482
38,10_10496
39,10_10534
40,10_10565
41,10_10581
42,10_10597
43,10_10623
44,10_10631
45,10_10654
46,10_10665
47,10_10678
48,10_10702
49,10_10732
50,10_10736
51,10_1074
52,10_10748
53,10_10769
54,10_10775
55,10_10776
56,10_10794
57,10_10855
58,10_10903
59,10_10912
60,10_10940
61,10_10949
62,10_10953
63,10_11006
64,10_11015
65,10_11021
66,10_11051
67,10_11058
68,10_11093
69,10_11106
70,10_11115
71,10_11119
72,10_11157
73,10_11158
74,10_11163
75,10_1119
76,10_11205
77,10_11216
78,10_11258
79,10_11265
80,10_11268
81,10_11269
82,10_11293
83,10_11327
84,10_1133
85,10_11340
86,10_11357
87,10_11362
88,10_11366
89,10_1139
90,10_11395
91,10_11406
92,10_11411
93,10_11515
94,10_11518
95,10_1154
96,10_11564
97,10_11572
98,10_11577
99,10_11598
100,10_11619
101,10_11631
102,10_11644
103,10_11650
104,10_1167
105,10_11673
106,10_11676
107,10_11679
108,10_11689
109,10_117
110,10_11708
111,10_11727
112,10_11792
113,10_11798
114,10_1183
115,10_1187
116,10_11908
117,10_1192
118,10_11922
119,10_11923
120,10_11983
121,10_12006
122,10_12007
123,10_12022
124,10_12037
125,10_12049
126,10_12079
127,10_12102
128,10_12150
129,10_12157
130,10_12160
131,10_12163
132,10_12164
133,10_12167
134,10_12191
135,10_12203
136,10_12219
137,10_12222
138,10_12231
139,10_12236
140,10_12265
141,10_12279
142,10_12283
143,10_12309
144,10_1232
145,10_12341
146,10_12362
147,10_12388
148,10_12397
149,10_12401
150,10_12410
151,10_12431
152,10_12443
153,10_12444
154,10_12445
155,10_12473
156,10_12484
157,10_12486
158,10_12491
159,10_1251
160,10_12522
161,10_12529
162,10_1254
163,10_1255
164,10_12550
165,10_12556
166,10_12600
167,10_12601
168,10_12605
169,10_12616
170,10_12618
171,10_1262
172,10_12625
173,10_12626
174,10_12631
175,10_12637
176,10_12687
177,10_12702
178,10_12712
179,10_12750
180,10_12770
181,10_12771
182,10_12783
183,10_12788
184,10_12793
185,10_12820
186,10_12821
187,10_12822
188,10_12833
189,10_1291
190,10_1337
191,10_1349
192,10_1358
193,10_1366
194,10_1382
195,10_1383
196,10_1386
197,10_1397
198,10_1401
199,10_1433
200,10_1449
201,10_1454
202,10_1460
203,10_1532
204,10_1545
205,10_156
206,10_1572
207,10_1593
208,10_1602
209,10_1635
210,10_1645
211,10_1666
212,10_1713
213,10_1715
214,10_1728
215,10_1737
216,10_1752
217,10_1787
218,10_1793
219,10_1794
220,10_1802
221,10_1808
222,10_181
223,10_1815
224,10_1816
225,10_1823
226,10_1845
227,10_1853
228,10_1856
229,10_186
230,10_1866
231,10_1899
232,10_1903
233,10_1914
234,10_1932
235,10_1934
236,10_1939
237,10_1955
238,10_1961
239,10_197
240,10_1993
241,10_1994
242,10_201
243,10_2040
244,10_2044
245,10_2047
246,10_2057
247,10_2065
248,10_2087
249,10_2089
250,10_2094
251,10_2131
252,10_2175
253,10_2183
254,10_2193
255,10_2213
256,10_223
257,10_2268
258,10_2277
259,10_228
260,10_2287
261,10_2298
262,10_2315
263,10_2326
264,10_2331
265,10_2383
266,10_2436
267,10_2441
268,10_2442
269,10_2446
270,10_2466
271,10_2477
272,10_2480
273,10_2519
274,10_2530
275,10_254
276,10_2544
277,10_255
278,10_2582
279,10_2589
280,10_2594
281,10_2598
282,10_2626
283,10_263
284,10_2632
285,10_2662
286,10_2668
287,10_2705
288,10_272
289,10_2721
290,10_2737
291,10_2746
292,10_2747
293,10_2772
294,10_2791
295,10_2806
296,10_2807
297,10_2832
298,10_287
299,10_2891
300,10_2901
301,10_2935
302,10_2964
303,10_2973
304,10_2981
305,10_2992
306,10_3007
307,10_3040
308,10_305
309,10_3058
310,10_3065
311,10_3066
312,10_3090
313,10_3100
314,10_311
315,10_3183
316,10_3209
317,10_321
318,10_3224
319,10_3233
320,10_3241
321,10_3253
322,10_3280
323,10_3299
324,10_3307
325,10_3308
326,10_3319
327,10_3347
328,10_3362
329,10_3399
330,10_3407
331,10_3409
332,10_3416
333,10_3473
334,10_3499
335,10_350
336,10_3504
337,10_3511
338,10_3524
339,10_3545
340,10_3552
341,10_3575
342,10_3599
343,10_3604
344,10_3629
345,10_3648
346,10_3651
347,10_3665
348,10_3699
349,10_370
350,10_373
351,10_3741
352,10_3782
353,10_3786
354,10_3788
355,10_3804
356,10_3805
357,10_382
358,10_3828
359,10_3839
360,10_3855
361,10_3864
362,10_387
363,10_3874
364,10_3884
365,10_39
366,10_3955
367,10_3977
368,10_399
369,10_4030
370,10_4032
371,10_4047
372,10_4064
373,10_4083
374,10_4110
375,10_4142
376,10_4201
377,10_4212
378,10_4250
379,10_429
380,10_4296
381,10_4337
382,10_4343
383,10_4359
384,10_4395
385,10_4396
386,10_4409
387,10_4421
388,10_4464
389,10_4503
390,10_4505
391,10_4511
392,10_4531
393,10_4561
394,10_4589
395,10_4610
396,10_4615
397,10_4644
398,10_465
399,10_4654
400,10_467
401,10_4678
402,10_4681
403,10_4687
404,10_4705
405,10_4726
406,10_4730
407,10_4758
408,10_4770
409,10_4796
410,10_48
411,10_4803
412,10_4808
413,10_4816
414,10_4831
415,10_4833
416,10_4835
417,10_485
418,10_4862
419,10_487
420,10_4880
421,10_4943
422,10_4951
423,10_4973
424,10_4989
425,10_5008
426,10_5009
427,10_5039
428,10_505
429,10_5069
430,10_5079
431,10_5110
432,10_5112
433,10_5131
434,10_5138
435,10_5140
436,10_5168
437,10_5169
438,10_517
439,10_5180
440,10_5196
441,10_5211
442,10_5227
443,10_5228
444,10_5233
445,10_5238
446,10_5246
447,10_5270
448,10_5278
449,10_5286
450,10_5289
451,10_5293
452,10_5304
453,10_5306
454,10_5309
455,10_531
456,10_533
457,10_5339
458,10_5347
459,10_5365
460,10_5396
461,10_5400
462,10_5414
463,10_5418
464,10_5444
465,10_5465
466,10_5472
467,10_5476
468,10_5491
469,10_5494
470,10_5497
471,10_5504
472,10_551
473,10_5521
474,10_5558
475,10_5569
476,10_5573
477,10_5576
478,10_5579
479,10_5592
480,10_5612
481,10_5616
482,10_5618
483,10_5674
484,10_5683
485,10_5713
486,10_5727
487,10_5742
488,10_576
489,10_5765
490,10_5775
491,10_5887
492,10_5923
493,10_5929
494,10_5953
495,10_596
496,10_5976
497,10_5998
498,10_6005
499,10_6038
500,10_6073
501,10_6081
502,10_6097
503,10_6103
504,10_6111
505,10_6128
506,10_6132
507,10_6136
508,10_6139
509,10_6142
510,10_6161
511,10_6169
512,10_617
513,10_6177
514,10_6254
515,10_6277
516,10_628
517,10_6295
518,10_6331
519,10_6346
520,10_6355
521,10_6375
522,10_6377
523,10_6379
524,10_6402
525,10_6410
526,10_6417
527,10_642
528,10_6443
529,10_6446
530,10_6447
531,10_6462
532,10_6480
533,10_6501
534,10_6513
535,10_6524
536,10_6547
537,10_6561
538,10_6591
539,10_6602
540,10_6630
541,10_6642
542,10_6647
543,10_6713
544,10_6723
545,10_6741
546,10_6747
547,10_6748
548,10_6810
549,10_6835
550,10_6843
551,10_6874
552,10_6937
553,10_6939
554,10_694
555,10_6941
556,10_6942
557,10_7011
558,10_7037
559,10_7049
560,10_7065
561,10_707
562,10_7095
563,10_7107
564,10_7125
565,10_7134
566,10_7139
567,10_7151
568,10_7164
569,10_7185
570,10_7194
571,10_7236
572,10_7313
573,10_7340
574,10_7348
575,10_7360
576,10_7367
577,10_7371
578,10_7376
579,10_7387
580,10_74
581,10_7423
582,10_7478
583,10_7484
584,10_7494
585,10_7496
586,10_7510
587,10_7533
588,10_7535
589,10_7552
590,10_7555
591,10_7570
592,10_7579
593,10_758
594,10_7595
595,10_7616
596,10_7621
597,10_7630
598,10_7634
599,10_7639
600,10_766
601,10_7704
602,10_7739
603,10_7765
604,10_779
605,10_7790
606,10_7816
607,10_782
608,10_7829
609,10_7841
610,10_7910
611,10_7920
612,10_7937
613,10_794
614,10_7959
615,10_8001
616,10_8009
