,0
0,-0.04634631970861851
1,-0.04356099310245601
2,-0.029491905439039238
3,-0.03444060094287055
4,-0.028572108444379688
5,-0.02924074068516318
6,-0.026789506494984853
7,-0.020584619602431804
8,-0.029855872882966837
9,-0.02722918792947287
10,-0.028147596411242436
11,-0.024050086163128336
12,-0.021527607438142395
13,-0.026494121166864178
14,-0.020187700908145766
15,-0.029209263927644478
16,-0.02240836231190396
17,-0.02042638801281702
18,-0.020290713787258996
19,-0.019737875263439366
20,-0.02922647512702083
21,-0.026914338392922416
22,-0.027137207740790835
23,-0.023595988679736293
24,-0.02105700657104385
25,-0.028116423807596085
26,-0.023453451889317887
27,-0.02143837794234675
28,-0.02092977889691184
29,-0.026462644409345478
30,-0.02204128634312102
31,-0.020026880103577428
32,-0.02015622415062707
33,-0.019888944945083437
34,-0.019327100909169816
35,-0.02184984511302213
36,-0.019861658461367438
37,-0.020355552633081
38,-0.019443884765364364
39,-0.019938309522179506
40,-0.019666071332953377
41,-0.029194334835633693
42,-0.026822326135638164
43,-0.026504643233512096
44,-0.02709804164654555
45,-0.023564816076089942
46,-0.022995404806038483
47,-0.0210258339673975
48,-0.020967193288914363
49,-0.02045526672078662
50,-0.023426655414821463
51,-0.020840549401116196
52,-0.02140222629039431
53,-0.020902985102062857
54,-0.022009809585602322
55,-0.019995403346058732
56,-0.021473438592188768
57,-0.019452909627462392
58,-0.01995488561253564
59,-0.01985746498805696
60,-0.019295624151651116
61,-0.01902825746897809
62,-0.019530773543728504
63,-0.019254122018544765
64,-0.021821340303339296
65,-0.01979082308163142
66,-0.019833167904089448
67,-0.019091480500284874
68,-0.019372073653767218
69,-0.019909816115560853
70,-0.026412589247244402
71,-0.026783160041392882
72,-0.026470366171852895
73,-0.02296422906442116
74,-0.02296843299725151
75,-0.020936020685268012
76,-0.02042409411714027
77,-0.02036545343865714
78,-0.02093080511382383
79,-0.020428297626826904
80,-0.02080439774916375
81,-0.020813755606267217
82,-0.02136966288555502
83,-0.02144194583062415
84,-0.019421432869943696
85,-0.01992340885501694
86,-0.02144446710827785
87,-0.019380915136420603
88,-0.019423952866330172
89,-0.018996777511951612
90,-0.019499293586702028
91,-0.019222645261026065
92,-0.018670086067623156
93,-0.018955271160291377
94,-0.019501813839237762
95,-0.019762332524353433
96,-0.019019669388687727
97,-0.019062987093666224
98,-0.02637342315299912
99,-0.026378308694338347
100,-0.022937257255634187
101,-0.02033428083501079
102,-0.020899632510177478
103,-0.020397125023180553
104,-0.020329065263566603
105,-0.02033848434469742
106,-0.020898028662048
107,-0.02077760395431477
108,-0.020771834344324464
109,-0.021412974346713232
110,-0.019349438378901906
111,-0.01939247610881148
112,-0.019351958375288386
113,-0.01863860611059668
114,-0.0189237912032649
115,-0.01947033388221129
116,-0.018597099758936444
117,-0.018641126363132417
118,-0.018991175982069078
119,-0.026339142600093058
120,-0.020297892659920252
121,-0.02030731174105107
122,-0.020866856058401648
123,-0.02030209616960689
124,-0.020296288811790776
125,-0.020745040549475485
126,-0.019320481617769687
127,-0.018565619801909967
128,-0.01860964640610594
129,-0.018568140054445705
130,-0.02027092356596054
131,-0.020265116208144425
132,-0.020269319717831056
133,-0.01853666009741923
134,-0.020238147114184705
135,-0.033277741831290585
136,-0.0294487276085426
137,-0.02334014615226304
138,-0.03360620429061591
139,-0.02951574469144758
140,-0.025023450267688287
141,-0.022944833434318242
142,-0.02314600386112479
143,-0.022292283028839188
144,-0.023065290677031836
145,-0.03357718400716624
146,-0.024901274054477493
147,-0.022733790390900805
148,-0.02948265276610119
149,-0.024777482718579494
150,-0.02286502973580403
151,-0.022669977959087022
152,-0.02203085100947294
153,-0.022859397526160032
154,-0.023111583245576
155,-0.02201224160124513
156,-0.022215112020363074
157,-0.022714901108436377
158,-0.024867219577892688
159,-0.024644749164826906
160,-0.022699283790064105
161,-0.022650574855432395
162,-0.022447184055936036
163,-0.024665921825525804
164,-0.022590174260572814
165,-0.02283929470542308
166,-0.022319588390491567
167,-0.02173883700781073
168,-0.021995457237478828
169,-0.021950380719091177
170,-0.02282491712622764
171,-0.022494027798740365
172,-0.021935070592769022
173,-0.02165524090871391
174,-0.022183748475169504
175,-0.022689489152807888
176,-0.024610630503243764
177,-0.024528417231181578
178,-0.02261605089632797
179,-0.02241261767071574
180,-0.022363968520467622
181,-0.022623739578705643
182,-0.022081814328516376
183,-0.0243740160967326
184,-0.022564439230191864
185,-0.022239784691977363
186,-0.022294176434863085
187,-0.021703382323425783
188,-0.021658366717428965
189,-0.021366573511949188
190,-0.021914970161471203
191,-0.021917676292403404
192,-0.022459471184847313
193,-0.022467529409138192
194,-0.021578069900237796
195,-0.021903707047575445
196,-0.021629349482224506
197,-0.024494274295851198
198,-0.024224027790194235
199,-0.022329384776979603
200,-0.022589210021921467
201,-0.022047171729335412
202,-0.02233713324374087
203,-0.021998598793047962
204,-0.022055315938914202
205,-0.024350612775320846
206,-0.02221404966159641
207,-0.022214372736348877
208,-0.02162289524741816
209,-0.021331041175604318
210,-0.02128610322156742
211,-0.021625662290741195
212,-0.02133957515273188
213,-0.02188225891283377
214,-0.022432967267838045
215,-0.021546706355044222
216,-0.021552178473748396
217,-0.02418982134115681
218,-0.024199623596582752
219,-0.022302543902573097
220,-0.021963938835599276
221,-0.022020667812326148
222,-0.021971763516321213
223,-0.02197210040344579
224,-0.022188637705967924
225,-0.02125055409959669
226,-0.021590183998780724
227,-0.021304037184689217
228,-0.021253398794879648
229,-0.021259104862350112
230,-0.02152081492855482
231,-0.02416541205538182
232,-0.021937097961192777
233,-0.021937434918590012
234,-0.021945265126719037
235,-0.021217842850959255
236,-0.02122355010868159
237,-0.02122640043566234
238,-0.02191059404418351
239,-0.021190838860044154
