,0
0,-0.03892491924112724
1,-0.039978590279169966
2,-0.03991429290950816
3,-0.039882777492704205
4,-0.032119640321896736
5,-0.032213022184442774
6,-0.03017983872923039
7,-0.03030735139291323
8,-0.030247271839922575
9,-0.03037649024221324
10,-0.03215533257171941
11,-0.029143515523119203
12,-0.029110396363875704
13,-0.029381190365366
14,-0.029348150465804614
15,-0.03018958222719921
16,-0.02919708572442033
17,-0.029163523529740595
18,-0.030318800629489877
19,-0.029437939946211245
20,-0.029404458071471448
21,-0.032122179262430994
22,-0.029129076635340066
23,-0.029093997037988012
24,-0.029369228914297586
25,-0.02933422355962201
26,-0.029139396111696962
27,-0.029105833917017227
28,-0.030156428917910788
29,-0.02918245733068232
30,-0.029146904829851134
31,-0.029380250333487876
32,-0.02934676845874808
33,-0.03028564732020145
34,-0.02942582234915767
35,-0.02939034486487854
36,-0.029106242802408543
37,-0.029124763780370207
38,-0.02907268060772881
39,-0.029089215217127765
40,-0.029347097024199457
41,-0.029368128798845556
42,-0.02931361514945966
43,-0.02933265525215517
44,-0.029091608208211724
45,-0.029056061907839346
46,-0.029334973226687072
47,-0.029299501942866752
