mut_id,mut_label
0,chr10_1040
1,chr10_1066
2,chr10_1083
3,chr10_110
4,chr10_1102
5,chr10_1112
6,chr10_1186
7,chr10_1198
8,chr10_1218
9,chr10_1231
10,chr10_1235
11,chr10_1237
12,chr10_1241
13,chr10_1307
14,chr10_1336
15,chr10_1343
16,chr10_1387
17,chr10_143
18,chr10_201
19,chr10_265
20,chr10_282
21,chr10_307
22,chr10_316
23,chr10_333
24,chr10_406
25,chr10_421
26,chr10_455
27,chr10_457
28,chr10_481
29,chr10_484
30,chr10_497
31,chr10_519
32,chr10_554
33,chr10_578
34,chr10_61
35,chr10_616
36,chr10_664
37,chr10_689
38,chr10_702
39,chr10_731
40,chr10_777
41,chr10_785
42,chr10_802
43,chr10_823
44,chr10_828
45,chr10_864
46,chr10_89
47,chr10_924
48,chr10_983
49,chr10_999
50,chr11_1014
51,chr11_1031
52,chr11_1039
53,chr11_1056
54,chr11_108
55,chr11_1081
56,chr11_112
57,chr11_1120
58,chr11_1138
59,chr11_1141
60,chr11_1145
61,chr11_1150
62,chr11_1161
63,chr11_1174
64,chr11_1183
65,chr11_1190
66,chr11_1221
67,chr11_1240
68,chr11_1338
69,chr11_136
70,chr11_1364
71,chr11_1365
72,chr11_1368
73,chr11_137
74,chr11_1383
75,chr11_1384
76,chr11_147
77,chr11_148
78,chr11_149
79,chr11_184
80,chr11_213
81,chr11_251
82,chr11_255
83,chr11_293
84,chr11_361
85,chr11_380
86,chr11_432
87,chr11_446
88,chr11_494
89,chr11_520
90,chr11_531
91,chr11_56
92,chr11_569
93,chr11_574
94,chr11_592
95,chr11_598
96,chr11_694
97,chr11_821
98,chr11_879
99,chr11_892
100,chr11_907
101,chr11_92
102,chr11_933
103,chr11_945
104,chr11_960
105,chr11_984
106,chr12_1032
107,chr12_1044
108,chr12_1058
109,chr12_1059
110,chr12_111
111,chr12_1142
112,chr12_1225
113,chr12_1228
114,chr12_125
115,chr12_1287
116,chr12_1313
117,chr12_1369
118,chr12_236
119,chr12_352
120,chr12_370
121,chr12_478
122,chr12_502
123,chr12_504
124,chr12_516
125,chr12_572
126,chr12_58
127,chr12_595
128,chr12_614
129,chr12_644
130,chr12_656
131,chr12_674
132,chr12_71
133,chr12_729
134,chr12_808
135,chr12_833
136,chr12_860
137,chr12_898
138,chr12_936
139,chr13_1090
140,chr13_1154
141,chr13_1168
142,chr13_1209
143,chr13_1277
144,chr13_1305
145,chr13_1315
146,chr13_1359
147,chr13_1362
148,chr13_1366
149,chr13_138
150,chr13_164
151,chr13_168
152,chr13_188
153,chr13_193
154,chr13_215
155,chr13_227
156,chr13_277
157,chr13_284
158,chr13_309
159,chr13_324
160,chr13_388
161,chr13_428
162,chr13_525
163,chr13_692
164,chr13_698
165,chr13_701
166,chr13_758
167,chr13_829
168,chr13_830
169,chr13_852
170,chr13_868
171,chr13_872
172,chr13_882
173,chr13_900
174,chr13_913
175,chr13_979
176,chr14_1009
177,chr14_1036
178,chr14_1156
179,chr14_1200
180,chr14_124
181,chr14_1251
182,chr14_1271
183,chr14_1320
184,chr14_223
185,chr14_245
186,chr14_249
187,chr14_28
188,chr14_286
189,chr14_315
190,chr14_378
191,chr14_383
192,chr14_386
193,chr14_50
194,chr14_505
195,chr14_546
196,chr14_550
197,chr14_607
198,chr14_676
199,chr14_687
200,chr14_726
201,chr14_728
202,chr14_740
203,chr14_75
204,chr14_795
205,chr14_809
206,chr14_840
207,chr14_859
208,chr14_905
209,chr14_932
210,chr14_964
211,chr14_977
212,chr15_1037
213,chr15_105
214,chr15_1078
215,chr15_1094
216,chr15_1100
217,chr15_1123
218,chr15_1163
219,chr15_1211
220,chr15_1269
221,chr15_129
222,chr15_1355
223,chr15_158
224,chr15_163
225,chr15_185
226,chr15_34
227,chr15_35
228,chr15_374
229,chr15_390
230,chr15_429
231,chr15_449
232,chr15_456
233,chr15_458
234,chr15_48
235,chr15_488
236,chr15_499
237,chr15_552
238,chr15_573
239,chr15_597
240,chr15_631
241,chr15_666
242,chr15_757
243,chr15_807
244,chr15_818
245,chr15_856
246,chr15_915
247,chr15_942
248,chr15_975
249,chr16_1033
250,chr16_1075
251,chr16_1105
252,chr16_1124
253,chr16_1159
254,chr16_1181
255,chr16_1304
256,chr16_1318
257,chr16_1319
258,chr16_1332
259,chr16_161
260,chr16_187
261,chr16_197
262,chr16_203
263,chr16_238
264,chr16_308
265,chr16_365
266,chr16_452
267,chr16_551
268,chr16_558
269,chr16_570
270,chr16_633
271,chr16_64
272,chr16_682
273,chr16_717
274,chr16_735
275,chr16_786
276,chr16_800
277,chr16_848
278,chr16_851
279,chr16_866
280,chr16_875
281,chr16_876
282,chr16_894
283,chr17_10
284,chr17_1002
285,chr17_1020
286,chr17_109
287,chr17_1107
288,chr17_1114
289,chr17_1118
290,chr17_1129
291,chr17_116
292,chr17_1212
293,chr17_134
294,chr17_1360
295,chr17_1382
296,chr17_142
297,chr17_174
298,chr17_267
299,chr17_274
300,chr17_306
301,chr17_323
302,chr17_329
303,chr17_331
304,chr17_334
305,chr17_387
306,chr17_39
307,chr17_395
308,chr17_402
309,chr17_423
310,chr17_439
311,chr17_460
312,chr17_538
313,chr17_587
314,chr17_590
315,chr17_613
316,chr17_646
317,chr17_693
318,chr17_72
319,chr17_727
320,chr17_749
321,chr17_768
322,chr17_796
323,chr17_805
324,chr17_968
325,chr18_101
326,chr18_1011
327,chr18_107
328,chr18_1080
329,chr18_1111
330,chr18_120
331,chr18_1204
332,chr18_1219
333,chr18_1275
334,chr18_128
335,chr18_1321
336,chr18_1322
337,chr18_15
338,chr18_166
339,chr18_178
340,chr18_263
341,chr18_266
342,chr18_332
343,chr18_372
344,chr18_379
345,chr18_405
346,chr18_462
347,chr18_475
348,chr18_492
349,chr18_641
350,chr18_669
351,chr18_742
352,chr18_751
353,chr18_778
354,chr18_790
355,chr18_82
356,chr18_847
357,chr18_934
358,chr19_1062
359,chr19_1126
360,chr19_1170
361,chr19_1193
362,chr19_1194
363,chr19_1223
364,chr19_13
365,chr19_130
366,chr19_1316
367,chr19_1337
368,chr19_280
369,chr19_296
370,chr19_299
371,chr19_496
372,chr19_559
373,chr19_561
374,chr19_577
375,chr19_60
376,chr19_612
377,chr19_671
378,chr19_716
379,chr19_721
380,chr19_736
381,chr19_753
382,chr19_801
383,chr19_923
384,chr19_927
385,chr19_947
386,chr1_1
387,chr1_100
388,chr1_1003
389,chr1_1004
390,chr1_1005
391,chr1_1013
392,chr1_1016
393,chr1_1018
394,chr1_102
395,chr1_1026
396,chr1_1035
397,chr1_1047
398,chr1_1049
399,chr1_1053
400,chr1_1057
401,chr1_1064
402,chr1_1065
403,chr1_1068
404,chr1_1077
405,chr1_1086
406,chr1_1087
407,chr1_1088
408,chr1_1091
409,chr1_1092
410,chr1_1095
411,chr1_1096
412,chr1_1097
413,chr1_1099
414,chr1_1101
415,chr1_1108
416,chr1_1109
417,chr1_1110
418,chr1_1115
419,chr1_1128
420,chr1_1137
421,chr1_1139
422,chr1_114
423,chr1_1144
424,chr1_1147
425,chr1_1152
426,chr1_1157
427,chr1_1158
428,chr1_1164
429,chr1_1166
430,chr1_117
431,chr1_1171
432,chr1_1173
433,chr1_1179
434,chr1_1180
435,chr1_1188
436,chr1_1189
437,chr1_119
438,chr1_1192
439,chr1_1196
440,chr1_1202
441,chr1_1203
442,chr1_1207
443,chr1_122
444,chr1_1222
445,chr1_1224
446,chr1_1226
447,chr1_1229
448,chr1_1238
449,chr1_1243
450,chr1_1247
451,chr1_1249
452,chr1_1250
453,chr1_1255
454,chr1_1256
455,chr1_1262
456,chr1_1263
457,chr1_1265
458,chr1_1266
459,chr1_1267
460,chr1_1268
461,chr1_1272
462,chr1_1274
463,chr1_1279
464,chr1_1284
465,chr1_1288
466,chr1_1295
467,chr1_1297
468,chr1_1309
469,chr1_1310
470,chr1_1314
471,chr1_1327
472,chr1_133
473,chr1_1330
474,chr1_1334
475,chr1_1335
476,chr1_1339
477,chr1_1346
478,chr1_1348
479,chr1_135
480,chr1_1350
481,chr1_1353
482,chr1_1357
483,chr1_1361
484,chr1_1363
485,chr1_1370
486,chr1_1373
487,chr1_1374
488,chr1_1376
489,chr1_1377
490,chr1_1381
491,chr1_1388
492,chr1_139
493,chr1_144
494,chr1_152
495,chr1_154
496,chr1_156
497,chr1_157
498,chr1_16
499,chr1_17
500,chr1_171
501,chr1_175
502,chr1_180
503,chr1_183
504,chr1_189
505,chr1_19
506,chr1_191
507,chr1_20
508,chr1_200
509,chr1_202
510,chr1_205
511,chr1_207
512,chr1_209
513,chr1_210
514,chr1_224
515,chr1_23
516,chr1_231
517,chr1_232
518,chr1_239
519,chr1_24
520,chr1_25
521,chr1_250
522,chr1_254
523,chr1_256
524,chr1_257
525,chr1_27
526,chr1_271
527,chr1_275
528,chr1_278
529,chr1_279
530,chr1_289
531,chr1_29
532,chr1_292
533,chr1_294
534,chr1_301
535,chr1_310
536,chr1_311
537,chr1_317
538,chr1_319
539,chr1_321
540,chr1_325
541,chr1_328
542,chr1_337
543,chr1_344
544,chr1_354
545,chr1_357
546,chr1_359
547,chr1_37
548,chr1_371
549,chr1_376
550,chr1_38
551,chr1_381
552,chr1_385
553,chr1_391
554,chr1_401
555,chr1_403
556,chr1_408
557,chr1_412
558,chr1_413
559,chr1_415
560,chr1_417
561,chr1_418
562,chr1_419
563,chr1_42
564,chr1_420
565,chr1_424
566,chr1_426
567,chr1_430
568,chr1_433
569,chr1_437
570,chr1_438
571,chr1_44
572,chr1_441
573,chr1_448
574,chr1_46
575,chr1_461
576,chr1_464
577,chr1_465
578,chr1_468
579,chr1_47
580,chr1_471
581,chr1_474
582,chr1_479
583,chr1_483
584,chr1_487
585,chr1_489
586,chr1_490
587,chr1_5
588,chr1_501
589,chr1_503
590,chr1_506
591,chr1_509
592,chr1_511
593,chr1_512
594,chr1_515
595,chr1_527
596,chr1_529
597,chr1_532
598,chr1_533
599,chr1_534
600,chr1_539
601,chr1_542
602,chr1_543
603,chr1_544
604,chr1_547
605,chr1_548
606,chr1_55
607,chr1_555
608,chr1_565
609,chr1_566
610,chr1_571
611,chr1_580
612,chr1_581
613,chr1_596
614,chr1_600
615,chr1_602
616,chr1_609
617,chr1_610
618,chr1_611
619,chr1_615
620,chr1_617
621,chr1_619
622,chr1_62
623,chr1_622
624,chr1_625
625,chr1_627
626,chr1_628
627,chr1_630
628,chr1_635
629,chr1_636
630,chr1_645
631,chr1_657
632,chr1_66
633,chr1_662
634,chr1_663
635,chr1_665
636,chr1_667
637,chr1_668
638,chr1_67
639,chr1_673
640,chr1_677
641,chr1_695
642,chr1_696
643,chr1_7
644,chr1_70
645,chr1_703
646,chr1_707
647,chr1_711
648,chr1_714
649,chr1_718
650,chr1_720
651,chr1_73
652,chr1_743
653,chr1_746
654,chr1_747
655,chr1_759
656,chr1_76
657,chr1_763
658,chr1_765
659,chr1_771
660,chr1_772
661,chr1_774
662,chr1_782
663,chr1_784
664,chr1_788
665,chr1_789
666,chr1_793
667,chr1_797
668,chr1_798
669,chr1_8
670,chr1_804
671,chr1_810
672,chr1_811
673,chr1_822
674,chr1_825
675,chr1_827
676,chr1_835
677,chr1_836
678,chr1_838
679,chr1_84
680,chr1_844
681,chr1_849
682,chr1_85
683,chr1_854
684,chr1_855
685,chr1_86
686,chr1_861
687,chr1_862
688,chr1_869
689,chr1_87
690,chr1_873
691,chr1_880
692,chr1_884
693,chr1_885
694,chr1_886
695,chr1_888
696,chr1_891
697,chr1_893
698,chr1_895
699,chr1_896
700,chr1_903
701,chr1_904
702,chr1_917
703,chr1_918
704,chr1_919
705,chr1_929
706,chr1_93
707,chr1_930
708,chr1_931
709,chr1_94
710,chr1_946
711,chr1_948
712,chr1_949
713,chr1_95
714,chr1_952
715,chr1_953
716,chr1_954
717,chr1_955
718,chr1_967
719,chr1_97
720,chr1_971
721,chr1_972
722,chr1_974
723,chr1_976
724,chr1_980
725,chr1_985
726,chr1_986
727,chr1_989
728,chr1_99
729,chr1_991
730,chr1_994
731,chr1_995
732,chr1_996
733,chr1_997
734,chr20_1021
735,chr20_1195
736,chr20_131
737,chr20_1344
738,chr20_195
739,chr20_199
740,chr20_287
741,chr20_362
742,chr20_369
743,chr20_49
744,chr20_540
745,chr20_745
746,chr20_754
747,chr20_816
748,chr20_906
749,chr20_969
750,chr21_104
751,chr21_1046
752,chr21_1050
753,chr21_1093
754,chr21_1167
755,chr21_1175
756,chr21_1206
757,chr21_1257
758,chr21_1385
759,chr21_243
