,0
0,-0.07304092823549818
1,-0.05776398668442725
2,-0.05342596168366525
3,-0.04941495435365962
4,-0.045948699738478406
5,-0.05784228010493922
6,-0.05789993769056162
7,-0.04705788968198775
8,-0.05191470243689501
9,-0.045885220974255535
10,-0.04268258634852033
11,-0.050768487962473616
12,-0.05615385796544156
13,-0.05781446838658258
14,-0.05082666917904516
15,-0.05621203918201312
16,-0.04691061004293213
17,-0.04808744696275453
18,-0.04261684102399908
19,-0.04586421432355588
20,-0.042640412511734414
21,-0.050740423665443714
22,-0.050605180173962164
23,-0.05612579366841165
24,-0.0518061657211188
25,-0.05779779358476557
26,-0.050663361390533714
27,-0.05186863331117557
28,-0.046900011041022704
29,-0.04807869971629176
30,-0.042595834373299425
31,-0.04257463792015085
32,-0.045844175831661775
33,-0.042628666428292286
34,-0.05057711587693227
35,-0.05072359742748506
36,-0.05059342770380842
37,-0.05177603384857639
38,-0.056108967430453016
39,-0.05179646652926472
40,-0.05065160892037997
41,-0.051858934119321506
42,-0.042553631269451185
43,-0.04257579588140532
44,-0.04256288368536699
45,-0.05056028963897362
46,-0.05056536340677851
47,-0.051757967974451785
48,-0.051766334656722326
49,-0.04253359277755709
50,-0.04254187703466733
51,-0.05054853716881987
52,-0.051748268782597716
53,-0.04252183854277323
54,-0.0614233990608181
55,-0.06195959328732999
56,-0.05853658808888037
57,-0.05209790171983981
58,-0.05752473412121607
59,-0.04772460266148919
60,-0.06189787605828904
61,-0.05333834351775295
62,-0.05085021033684041
63,-0.052023502169213955
64,-0.052075151372237984
65,-0.05746293677665177
66,-0.049612641927719234
67,-0.04582552901917655
68,-0.04766280531692488
69,-0.047601715124480436
70,-0.04768032882771336
71,-0.061881512981400516
72,-0.05325524141608031
73,-0.050766598262244986
74,-0.05078481761324317
75,-0.05200382062673702
76,-0.04955084458315493
77,-0.04576373167461226
78,-0.05744655245875018
79,-0.04947892060422935
80,-0.04569826558752447
81,-0.04572599671537558
82,-0.04753989889896759
83,-0.04761851260220051
84,-0.047646420999023296
85,-0.04757175843882302
86,-0.05322327248227473
87,-0.050701205538647744
88,-0.050745636773034015
89,-0.04953446026525334
90,-0.0494171091000352
91,-0.04574734735671066
92,-0.04563646824296018
93,-0.04566419937081128
94,-0.0494302616486653
95,-0.0455987332837235
96,-0.04566636073332209
97,-0.04752350957516381
98,-0.047509942213310175
99,-0.047602123278396725
100,-0.05320989409425295
101,-0.05068024404943678
102,-0.049400721027993706
103,-0.049368450144471145
104,-0.04562008392505858
105,-0.04564781505290969
106,-0.045536935939159195
107,-0.04560456338875779
108,-0.049409898805405354
109,-0.04556682842952111
110,-0.047493552889506394
111,-0.04935206207242965
112,-0.04934808730121121
113,-0.0455205516212576
114,-0.04558817907085619
115,-0.045505031084956814
116,-0.04933169922916971
117,-0.04548864676705522
