,0
0,-0.007351789294364781
1,-0.006875860312941408
2,-0.006966420942490499
3,-0.006607228734115613
4,-0.006592719956984046
5,-0.006818676008666024
6,-0.006846571550207808
7,-0.0062158274725982645
8,-0.006401793903823831
9,-0.0066921408405319375
10,-0.006177672449115939
11,-0.00650956410209121
12,-0.006105237843441298
13,-0.006147373325091894
14,-0.006609217987121394
15,-0.006194212247436934
16,-0.005838077743826317
17,-0.0062374606547695565
18,-0.0060257223026537795
19,-0.00591999564046932
20,-0.005557921067338891
21,-0.006112487872387537
22,-0.005960795995584881
23,-0.0056324391776725906
24,-0.005521731015828853
25,-0.006045846664912959
26,-0.005595318414318403
27,-0.00550654112149165
28,-0.005579727171551179
