,0
0,-0.06635812651550843
1,-0.05420084413874115
2,-0.052584320492908
3,-0.05535557475574979
4,-0.05361906314065464
5,-0.05424671768547023
6,-0.05250961478435523
7,-0.06298220618946876
8,-0.0727168817185624
9,-0.05557054638380849
10,-0.053971210120358416
11,-0.06360047639402623
12,-0.06169287111796459
13,-0.07002507237248239
14,-0.05583050105107576
15,-0.054063909492608184
16,-0.06097666152743897
17,-0.06394440929732913
18,-0.05911024040076132
19,-0.06181545745455848
20,-0.061302377755391324
21,-0.05922625209130641
