,0
0,-0.04610763336819417
1,-0.03537608446669599
2,-0.02926975344290202
3,-0.030920373382108544
4,-0.02825370732067039
5,-0.026681091629830966
6,-0.020576434022683273
7,-0.02913473014981573
8,-0.03036776997279293
9,-0.030461869110981483
10,-0.02769765999467665
11,-0.027771384008293834
12,-0.028160593133427534
13,-0.02649628976141688
14,-0.022459833380538256
15,-0.020438804153235426
16,-0.02027424286957647
17,-0.020081663430163498
18,-0.01974273780021481
19,-0.02909889911596418
20,-0.030337050667856476
21,-0.030418754431707065
22,-0.027604508078615368
23,-0.02765937935772379
24,-0.02767823709454044
25,-0.02772233483113734
26,-0.02812329580600212
27,-0.02219385898480544
28,-0.020133966451711574
29,-0.026460279436970845
30,-0.021968878718762557
31,-0.02037005773871258
32,-0.019944179686916853
33,-0.019769958104488703
34,-0.019424515116839708
35,-0.0202378097368339
36,-0.019247967207695036
37,-0.020050623743055492
38,-0.019673991385691963
39,-0.02756622484425194
40,-0.027567210751189956
41,-0.027629184589308412
42,-0.027640939767115024
43,-0.02215755629621313
44,-0.021693369926532917
45,-0.02009752378673077
46,-0.02006389808058684
47,-0.01962983062275332
48,-0.021937828681642173
49,-0.019875433272394
50,-0.020340301601430102
51,-0.019912427925769933
52,-0.018920230351751943
53,-0.01973349070395835
54,-0.019738321540880628
55,-0.019388024242336283
56,-0.019354446745714977
57,-0.01921692752058703
58,-0.019179220793172188
59,-0.019644235248409483
60,-0.027528927516826528
61,-0.027591887261883
62,-0.021657020877903815
63,-0.02166172261096603
64,-0.02002745065423262
65,-0.01959335370010542
66,-0.019559762251628587
67,-0.020033569748777555
68,-0.01959746829230528
69,-0.019845677135111525
70,-0.019843681511247088
71,-0.01888370520946073
72,-0.018888593788143865
73,-0.01885016198062721
74,-0.01970185199054301
75,-0.01931795110983814
76,-0.019324118413905692
77,-0.019148181106064182
78,-0.019149464655889712
79,-0.021625371411068108
80,-0.019523280567607274
81,-0.01999712026151468
82,-0.019560989170531912
83,-0.019529433919819303
84,-0.01952739992118055
85,-0.019813925373964605
86,-0.018852066496045393
87,-0.018813632076962586
88,-0.018818525417019134
89,-0.01881983364881793
90,-0.0192876207171202
91,-0.019118424968781703
92,-0.019492950174889334
93,-0.019490916038033768
94,-0.019497071589371265
95,-0.018781993363547248
96,-0.018783301684244646
97,-0.01878819708520985
98,-0.019460585645315824
99,-0.01875166297082931
100,-0.030887143813696276
101,-0.028205290432977703
102,-0.02193135999195321
103,-0.03175642330209509
104,-0.02874911950438874
105,-0.02384233929592849
106,-0.021786770203858524
107,-0.02171383003722812
108,-0.02107887795900559
109,-0.021413520252583296
110,-0.031714203075399496
111,-0.023856712030517143
112,-0.021551693873494145
113,-0.028706899277693144
114,-0.023331155185436544
115,-0.02171435298251254
116,-0.021269076590689814
117,-0.020757717735523564
118,-0.021133148995525104
119,-0.021671609810532524
120,-0.020561003694684724
121,-0.02100473480754933
122,-0.02139020018782731
123,-0.023814491803821544
124,-0.02328189472080626
125,-0.021509473646798546
126,-0.02147030987039256
127,-0.02097117669081601
128,-0.02329665978489069
129,-0.021196624854135267
130,-0.02168394108633459
131,-0.021243198003172363
132,-0.02017699762229305
133,-0.02071549466801067
134,-0.020674577053942465
135,-0.02109092876882951
136,-0.021106998975614376
137,-0.02048686054322846
138,-0.020537682075154096
139,-0.02097987289728649
140,-0.023239648912985023
141,-0.02324321299275823
142,-0.021428086802879664
143,-0.020928956464120414
144,-0.02088975362721229
145,-0.021436207384502148
146,-0.0209421576642428
147,-0.021166212957957325
148,-0.021170744541263622
149,-0.021660672343991574
150,-0.020134774554780153
151,-0.02009385694071195
152,-0.020150845842860053
153,-0.02063235398642957
154,-0.020646698064122615
155,-0.021064778748918777
156,-0.020463538923697837
157,-0.020461998632965623
158,-0.020953691846533097
159,-0.023200967184936992
160,-0.020847530559699394
161,-0.021393984316989252
162,-0.020899937437547204
163,-0.020855651141321877
164,-0.02086073264807371
165,-0.021410114899087968
166,-0.021140332645085674
167,-0.021142944215614305
168,-0.020051633873199054
169,-0.020108622775347158
170,-0.020067705161278954
171,-0.0200659779508921
172,-0.02060447499660972
173,-0.020617339851511027
174,-0.020438677013435
175,-0.020435817582212232
176,-0.02081342807380898
177,-0.020818509580560814
178,-0.021367891831575073
179,-0.020826630162183297
180,-0.020829558655907705
181,-0.021117063902742653
182,-0.020025482093766058
183,-0.020023754883379204
184,-0.020039826171459104
185,-0.020036619738280508
186,-0.020575116783998128
187,-0.020412495962681604
188,-0.0207844070946704
189,-0.02078733558839481
190,-0.02080053767676912
191,-0.01999760310394621
192,-0.019994396670767613
193,-0.020010467958847512
194,-0.020758314609256225
195,-0.019968244891334617
