,0
0,-0.08154579736570987
1,-0.07049426950477412
2,-0.07681917872341003
3,-0.06654412504660612
4,-0.06651453669245581
5,-0.07056174899192401
6,-0.06711924109373997
7,-0.06631810986884194
8,-0.06708946361767525
9,-0.06851866728895858
10,-0.06663854266669884
11,-0.06689260963286506
12,-0.06660890610809261
13,-0.06886873205482438
14,-0.06641208187878903
15,-0.06856036927132503
16,-0.08119098400094849
17,-0.08930882834502944
18,-0.1306037534151301
19,-0.15479595747280478
20,-0.06505583689464488
21,-0.07080314177222857
22,-0.06348304948802053
23,-0.0634678013200064
24,-0.06899928398271592
25,-0.0689817955882055
26,-0.06380221225681419
27,-0.06359037402950335
28,-0.06938716527633135
29,-0.06913123548260773
