,0
0,-0.028737751112317866
1,-0.0239869317475821
2,-0.0197952288561409
3,-0.026351308686593723
4,-0.024524418057235105
5,-0.01712568413741803
6,-0.021180788825677116
7,-0.019856693379858986
8,-0.02488869494255459
9,-0.018389545916096543
10,-0.017167969094567713
11,-0.018720257788449903
12,-0.020084521151403308
13,-0.024464349115572596
14,-0.02012157418432045
15,-0.017372304219620393
16,-0.018776502992068355
17,-0.017304523269592968
18,-0.019814937664486887
19,-0.01900516086449268
20,-0.018586816985379933
21,-0.017126213379195617
22,-0.017348432164840825
23,-0.017046682580574554
24,-0.017555960564208908
25,-0.018732801806612517
26,-0.01830694286628111
27,-0.017088399944453415
28,-0.01730635151326168
29,-0.01729203983648221
30,-0.017046644229081323
31,-0.022718629542816175
32,-0.01990798507343938
33,-0.023216681328965795
34,-0.018913016480937725
35,-0.020151032761799446
36,-0.01987780176617188
37,-0.024459821463122804
38,-0.01918231702073065
39,-0.01886709634899557
40,-0.02005854623567973
41,-0.01984633934761382
42,-0.023406844687809448
43,-0.020344925895060113
44,-0.01881999375175134
45,-0.020011542776703427
46,-0.019082178805581714
47,-0.019963247914255484
48,-0.0193543889845301
49,-0.019036027904910394
50,-0.018988676862806475
