,0
0,-0.009131692505224519
1,-0.008312173339590912
2,-0.0065715157576192494
3,-0.006977548831847437
4,-0.006782381244551617
5,-0.006210840658544571
6,-0.006296585603836836
7,-0.006269419188469354
8,-0.006195879516756367
9,-0.006903775274012212
10,-0.006985707619791432
11,-0.006260765977792932
12,-0.005879528517923564
13,-0.005805824786708708
14,-0.005971797492604189
15,-0.005898093761389334
16,-0.006168162549543674
17,-0.00674885442003732
18,-0.0064469030230077055
19,-0.006471141604577685
20,-0.0064964317408301095
21,-0.006357126136304461
22,-0.006168558278737441
23,-0.006028151487230726
24,-0.0064197669612868855
25,-0.00619443096501596
26,-0.006054024173509246
27,-0.00636500482393818
28,-0.0061395927714238095
29,-0.006036092454542852
30,-0.005999185979917093
31,-0.006061965140821371
32,-0.00600712694722922
