,0
0,-0.009380868145800688
1,-0.00835048566946568
2,-0.006975577158103649
3,-0.006907569569283673
4,-0.006235710059584805
5,-0.006136623011613316
6,-0.006320127536511545
7,-0.006012879368110474
8,-0.0058195994498605455
9,-0.00603110506424138
10,-0.00606814105865753
11,-0.005520523458477762
12,-0.005752852164419378
13,-0.005226598745477247
14,-0.006508330852207938
15,-0.005537205908202582
16,-0.005738821974257249
17,-0.006461804837476088
18,-0.005340901946418776
19,-0.005154988462360726
20,-0.0055733958275384875
21,-0.004900147302434496
22,-0.004840846970003606
23,-0.00453742118292436
