,0
0,-0.06468726767234782
1,-0.05580883513087635
2,-0.055756434240520666
3,-0.055163090217830016
4,-0.05512596822898589
5,-0.05511116182016017
6,-0.05507403983131604
7,-0.05515369688568539
8,-0.055116574896841256
9,-0.05510190025280959
10,-0.05506477826396547
11,-0.07069103328382473
12,-0.07351798691221217
13,-0.06762212090626592
14,-0.06758492084526187
15,-0.07006977075765171
16,-0.07002797293629885
17,-0.06696970210295358
18,-0.06692485759440278
19,-0.06693532663352908
20,-0.06689522909199287
21,-0.06933671592246932
22,-0.06928632883420999
23,-0.06929809179952044
24,-0.06925303838206402
25,-0.06695757274776334
26,-0.06691272456232884
27,-0.06692296313837355
28,-0.06688286559683734
29,-0.06932308743349153
30,-0.0692726962139022
31,-0.06928420023192997
32,-0.06923914681447353
