,0
0,-0.008490034715177447
1,-0.007815536901652551
2,-0.007665091685282396
3,-0.007848672658544732
4,-0.007286683119927296
5,-0.0072490783825721675
6,-0.007252362765170586
7,-0.007209561730479006
8,-0.007180861173221195
9,-0.0071409964966651805
10,-0.008291996012836146
11,-0.0071681305814165945
12,-0.006933329978920778
13,-0.006902032873906305
14,-0.006855024056281335
15,-0.006684554841176518
16,-0.006645501965744105
17,-0.006884535403499289
18,-0.006818182648193318
19,-0.006828619867873335
20,-0.006663734320093102
21,-0.006612191819247767
22,-0.006791695980292355
