,0
0,-0.039891482311493226
1,-0.030943357987318
2,-0.03201660643483362
3,-0.028801593662583263
4,-0.0292427536934686
5,-0.031616820246700005
6,-0.03130003350794579
7,-0.028296824840147068
8,-0.028167780782423643
9,-0.0288108937994096
10,-0.028699799175199627
11,-0.031336552787836515
12,-0.03130015622804528
13,-0.03671848979662306
14,-0.030995370373979224
15,-0.031518251850041194
16,-0.03896887572530614
17,-0.032736547096162194
18,-0.028879450624324735
19,-0.033305951463300947
20,-0.031194623713981632
21,-0.031136109220203483
22,-0.030432365362583945
23,-0.027502164188190462
24,-0.028033980624257927
25,-0.032953528816032696
26,-0.03288980804981025
27,-0.028932536151875993
28,-0.029511670458743453
29,-0.02726484875090651
30,-0.027233794299699906
31,-0.02784745025634651
32,-0.02782882756178872
33,-0.028674105795159905
34,-0.0286402883031552
35,-0.029308543725525295
36,-0.029288264094108712
