,0
0,-0.0692751628561294
1,-0.08754387595404621
2,-0.05278332506681374
3,-0.05715875665201548
4,-0.08621563834884853
5,-0.05386768002819068
6,-0.06573477692615666
7,-0.04784105955582859
8,-0.06022551565031704
9,-0.058676166787256664
10,-0.0673264805811748
11,-0.04881344894610369
12,-0.04701729430859751
13,-0.06378271770430097
14,-0.04808018288455411
15,-0.047971021539554154
16,-0.0653233311039078
17,-0.04906134611528406
18,-0.04735693177809327
19,-0.0645233313296391
20,-0.04832283263824095
21,-0.06609228522313562
22,-0.06852995217049165
23,-0.08391852775858002
24,-0.05502232601971622
25,-0.05725471324763418
26,-0.0681708563532594
27,-0.05062978781607413
28,-0.055376149908568886
29,-0.05794424607424465
30,-0.06865317977607341
31,-0.04953131870646888
32,-0.06693129329556134
33,-0.05096129456521911
34,-0.05083751031850289
35,-0.04985724447089681
36,-0.06740639513784728
37,-0.04973617570849991
38,-0.06776701955682367
39,-0.05117094439301946
40,-0.05006399956850751
41,-0.06824984452355015
