,0
0,-0.038764967633768285
1,-0.02928445818300636
2,-0.025944585144042014
3,-0.02560285594520945
4,-0.022205636470215475
5,-0.02589181858535705
6,-0.025872733875734483
7,-0.025490088476528637
8,-0.02214575238575127
9,-0.022126667676128697
10,-0.022079882022077717
11,-0.025834391455859272
12,-0.02545518489423896
13,-0.022019722384829406
14,-0.022088325256253486
15,-0.02200062619568225
16,-0.02204273012544593
17,-0.021962260712697343
18,-0.021982499722680227
19,-0.021963403533533075
20,-0.021925038050548164
21,-0.02893464937054977
22,-0.027420395844256623
23,-0.027347459076251263
24,-0.02733043873489533
25,-0.027297363554160927
